task,split,hf_subset,GritLM/GritLM-7B(13f00a0e36500c80ce12870ea513846a066004af),intfloat/multilingual-e5-base(d13f1b27baf31030b7fd040960d60d909913633f),intfloat/multilingual-e5-large(4dc6d853a804b9c8886ede6dda8a073b7dc08a81),intfloat/multilingual-e5-large-instruct(baa7be480a7de1539afce709c8f13f833a510e0a),intfloat/multilingual-e5-small(e4ce9877abf3edfe10b0d82785e83bdcb973e22e),sentence-transformers/LaBSE(e34fab64a3011d2176c99545a93d5cbddc9a91b7),sentence-transformers/all-MiniLM-L12-v2(a05860a77cef7b37e0048a7864658139bc18a854),sentence-transformers/all-MiniLM-L12-v2(no_revision_available),sentence-transformers/all-MiniLM-L6-v2(8b3219a92973c328a8e22fadcfa821b5dc75636a),sentence-transformers/all-mpnet-base-v2(84f2bcc00d77236f9e89c8a360a00fb1139bf47d),sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2(bf3bf13ab40c3157080a7ab344c831b9ad18b5eb),sentence-transformers/paraphrase-multilingual-mpnet-base-v2(79f2382ceacceacdf38563d7c5d16b9ff8d725d6)
BibleNLPBitextMining,train,kud_Latn-eng_Latn,,,,,,,0.8,,0.0,0.8,0.0,0.0
BibleNLPBitextMining,train,kue_Latn-eng_Latn,,,,,,,1.9,,0.2,0.8,3.0,1.4
BibleNLPBitextMining,train,kup_Latn-eng_Latn,,,,,,,0.5,,0.3,0.0,0.2,0.3
BibleNLPBitextMining,train,kvg_Latn-eng_Latn,,,,,,,0.8,,0.1,0.5,0.0,0.5
BibleNLPBitextMining,train,kvn_Latn-eng_Latn,,,,,,,0.8,,0.7,0.3,0.7,1.5
BibleNLPBitextMining,train,kwd_Latn-eng_Latn,,,,,,,0.3,,0.9,0.0,0.1,0.5
BibleNLPBitextMining,train,kwf_Latn-eng_Latn,,,,,,,1.1,,0.9,0.6,1.3,1.6
BibleNLPBitextMining,train,kwi_Latn-eng_Latn,,,,,,,0.6,,0.3,0.3,1.1,1.6
BibleNLPBitextMining,train,kwj_Latn-eng_Latn,,,,,,,0.3,,0.4,0.4,0.4,1.3
BibleNLPBitextMining,train,kyc_Latn-eng_Latn,,,,,,,0.4,,0.5,0.2,0.0,0.6
BibleNLPBitextMining,train,kyf_Latn-eng_Latn,,,,,,,0.0,,0.0,0.0,0.0,0.5
BibleNLPBitextMining,train,kyg_Latn-eng_Latn,,,,,,,0.1,,0.0,0.0,0.0,0.0
BibleNLPBitextMining,train,kyq_Latn-eng_Latn,,,,,,,0.4,,0.3,0.0,0.1,1.3
BibleNLPBitextMining,train,kyz_Latn-eng_Latn,,,,,,,0.5,,0.0,0.0,0.0,0.7
BibleNLPBitextMining,train,kze_Latn-eng_Latn,,,,,,,0.0,,0.1,0.0,0.1,0.0
BibleNLPBitextMining,train,lac_Latn-eng_Latn,,,,,,,0.4,,0.0,0.8,0.7,1.2
BibleNLPBitextMining,train,lat_Latn-eng_Latn,,,,,,,22.7,,16.8,20.1,14.5,28.4
BibleNLPBitextMining,train,lbb_Latn-eng_Latn,,,,,,,1.5,,0.8,0.4,2.1,1.1
BibleNLPBitextMining,train,lbk_Latn-eng_Latn,,,,,,,1.6,,0.4,0.5,1.6,3.1
BibleNLPBitextMining,train,lcm_Latn-eng_Latn,,,,,,,0.8,,0.1,0.0,1.3,1.8
BibleNLPBitextMining,train,leu_Latn-eng_Latn,,,,,,,0.3,,0.3,0.8,0.7,0.7
BibleNLPBitextMining,train,lex_Latn-eng_Latn,,,,,,,1.0,,1.0,0.4,2.4,3.3
BibleNLPBitextMining,train,lgl_Latn-eng_Latn,,,,,,,0.5,,1.3,1.0,2.0,2.3
BibleNLPBitextMining,train,lid_Latn-eng_Latn,,,,,,,0.7,,0.4,0.3,0.7,0.6
BibleNLPBitextMining,train,lif_Deva-eng_Latn,,,,,,,0.0,,0.4,0.1,0.0,0.0
BibleNLPBitextMining,train,lin_Latn-eng_Latn,,,,,,,0.0,,0.0,0.0,1.1,0.4
BibleNLPBitextMining,train,lit_Latn-eng_Latn,,,,,,,1.0,,1.5,0.0,93.8,97.4
BibleNLPBitextMining,train,llg_Latn-eng_Latn,,,,,,,0.5,,0.5,0.2,1.4,1.5
BibleNLPBitextMining,train,lug_Latn-eng_Latn,,,,,,,0.0,,0.5,0.0,0.7,0.5
BibleNLPBitextMining,train,luo_Latn-eng_Latn,,,,,,,1.1,,0.4,0.0,1.9,2.0
BibleNLPBitextMining,train,lww_Latn-eng_Latn,,,,,,,0.0,,0.7,0.1,0.5,0.7
BibleNLPBitextMining,train,maa_Latn-eng_Latn,,,,,,,0.4,,0.3,0.1,0.7,2.8
BibleNLPBitextMining,train,maj_Latn-eng_Latn,,,,,,,0.7,,0.1,0.5,0.8,1.7
BibleNLPBitextMining,train,mal_Mlym-eng_Latn,,,,,,,0.2,,0.6,0.5,5.5,68.6
BibleNLPBitextMining,train,mam_Latn-eng_Latn,,,,,,,0.9,,0.3,1.0,0.9,1.7
BibleNLPBitextMining,train,maq_Latn-eng_Latn,,,,,,,1.6,,0.2,0.3,1.1,1.9
BibleNLPBitextMining,train,mar_Deva-eng_Latn,,,,,,,0.0,,0.0,0.1,50.9,52.4
BibleNLPBitextMining,train,mau_Latn-eng_Latn,,,,,,,1.4,,0.9,0.5,0.7,2.1
BibleNLPBitextMining,train,mav_Latn-eng_Latn,,,,,,,0.0,,0.4,0.0,0.1,0.4
BibleNLPBitextMining,train,maz_Latn-eng_Latn,,,,,,,2.1,,0.7,0.4,3.5,3.6
BibleNLPBitextMining,train,mbb_Latn-eng_Latn,,,,,,,3.9,,2.1,2.8,2.0,3.4
BibleNLPBitextMining,train,mbc_Latn-eng_Latn,,,,,,,1.2,,0.0,0.1,2.0,0.5
BibleNLPBitextMining,train,mbh_Latn-eng_Latn,,,,,,,0.9,,0.7,0.0,1.0,2.7
BibleNLPBitextMining,train,mbj_Latn-eng_Latn,,,,,,,0.0,,0.4,0.0,0.2,0.9
BibleNLPBitextMining,train,mbl_Latn-eng_Latn,,,,,,,0.2,,0.0,0.0,0.4,0.0
BibleNLPBitextMining,train,mbs_Latn-eng_Latn,,,,,,,0.7,,0.5,0.2,2.0,2.6
BibleNLPBitextMining,train,mbt_Latn-eng_Latn,,,,,,,0.4,,0.3,0.2,1.9,2.2
BibleNLPBitextMining,train,mca_Latn-eng_Latn,,,,,,,1.3,,0.6,0.1,0.8,2.2
BibleNLPBitextMining,train,mcb_Latn-eng_Latn,,,,,,,0.0,,0.0,0.1,0.4,0.4
BibleNLPBitextMining,train,mcd_Latn-eng_Latn,,,,,,,0.0,,0.8,0.7,0.9,0.9
BibleNLPBitextMining,train,mcf_Latn-eng_Latn,,,,,,,0.3,,0.1,0.5,0.4,0.7
BibleNLPBitextMining,train,mco_Latn-eng_Latn,,,,,,,0.5,,1.2,0.3,1.4,2.4
BibleNLPBitextMining,train,mcp_Latn-eng_Latn,,,,,,,0.4,,0.0,0.4,0.3,0.2
BibleNLPBitextMining,train,mcq_Latn-eng_Latn,,,,,,,0.5,,0.4,0.1,1.3,0.4
BibleNLPBitextMining,train,mcr_Latn-eng_Latn,,,,,,,0.4,,0.0,0.5,0.5,0.1
BibleNLPBitextMining,train,mdy_Latn-eng_Latn,,,,,,,0.3,,0.4,0.0,0.3,0.1
BibleNLPBitextMining,train,med_Latn-eng_Latn,,,,,,,0.0,,0.0,0.3,0.4,0.4
BibleNLPBitextMining,train,mee_Latn-eng_Latn,,,,,,,0.8,,0.7,1.0,0.8,0.4
BibleNLPBitextMining,train,mek_Latn-eng_Latn,,,,,,,2.1,,1.5,1.3,1.6,2.0
BibleNLPBitextMining,train,meq_Latn-eng_Latn,,,,,,,0.1,,0.0,0.0,0.9,1.3
BibleNLPBitextMining,train,met_Latn-eng_Latn,,,,,,,1.9,,0.2,0.4,1.2,1.7
BibleNLPBitextMining,train,meu_Latn-eng_Latn,,,,,,,1.0,,2.3,0.9,2.4,1.0
BibleNLPBitextMining,train,mgc_Latn-eng_Latn,,,,,,,1.6,,0.5,1.2,0.6,1.8
BibleNLPBitextMining,train,mgh_Latn-eng_Latn,,,,,,,0.1,,0.2,0.0,0.0,0.3
BibleNLPBitextMining,train,mgw_Latn-eng_Latn,,,,,,,1.3,,1.1,2.5,0.6,1.3
BibleNLPBitextMining,train,mhl_Latn-eng_Latn,,,,,,,0.4,,0.7,0.4,1.0,0.5
BibleNLPBitextMining,train,mib_Latn-eng_Latn,,,,,,,0.6,,1.4,0.4,1.0,3.0
BibleNLPBitextMining,train,mic_Latn-eng_Latn,,,,,,,0.8,,0.0,0.5,0.6,0.0
BibleNLPBitextMining,train,mie_Latn-eng_Latn,,,,,,,0.4,,0.6,0.0,2.3,2.6
BibleNLPBitextMining,train,mig_Latn-eng_Latn,,,,,,,0.5,,0.8,0.4,2.0,1.7
BibleNLPBitextMining,train,mih_Latn-eng_Latn,,,,,,,0.6,,0.2,0.3,2.4,2.3
BibleNLPBitextMining,train,mil_Latn-eng_Latn,,,,,,,0.4,,0.1,0.6,0.4,0.6
BibleNLPBitextMining,train,mio_Latn-eng_Latn,,,,,,,1.1,,0.5,0.0,0.2,1.4
BibleNLPBitextMining,train,mir_Latn-eng_Latn,,,,,,,0.8,,1.0,0.1,2.4,1.6
BibleNLPBitextMining,train,mit_Latn-eng_Latn,,,,,,,0.2,,0.4,0.3,0.4,1.4
BibleNLPBitextMining,train,miz_Latn-eng_Latn,,,,,,,0.3,,0.0,0.0,0.4,2.4
BibleNLPBitextMining,train,mjc_Latn-eng_Latn,,,,,,,1.1,,0.0,0.2,1.3,1.3
BibleNLPBitextMining,train,mkj_Latn-eng_Latn,,,,,,,7.4,,5.9,8.7,7.2,8.1
BibleNLPBitextMining,train,mkl_Latn-eng_Latn,,,,,,,0.0,,0.1,0.0,0.0,1.3
BibleNLPBitextMining,train,mkn_Latn-eng_Latn,,,,,,,0.4,,0.4,0.7,14.1,14.5
BibleNLPBitextMining,train,mks_Latn-eng_Latn,,,,,,,0.7,,0.3,0.4,1.0,2.5
BibleNLPBitextMining,train,mle_Latn-eng_Latn,,,,,,,0.0,,0.0,0.0,0.1,0.0
BibleNLPBitextMining,train,mlh_Latn-eng_Latn,,,,,,,0.4,,0.7,0.4,1.0,0.5
BibleNLPBitextMining,train,mlp_Latn-eng_Latn,,,,,,,1.4,,1.4,0.0,0.9,0.5
BibleNLPBitextMining,train,mmo_Latn-eng_Latn,,,,,,,0.4,,0.0,0.3,0.0,0.1
BibleNLPBitextMining,train,mmx_Latn-eng_Latn,,,,,,,1.0,,0.5,0.2,0.9,0.8
BibleNLPBitextMining,train,mna_Latn-eng_Latn,,,,,,,0.8,,0.1,0.6,1.6,1.5
BibleNLPBitextMining,train,mop_Latn-eng_Latn,,,,,,,0.7,,0.3,0.0,2.5,1.5
BibleNLPBitextMining,train,mox_Latn-eng_Latn,,,,,,,0.7,,0.9,0.4,0.5,1.1
BibleNLPBitextMining,train,mph_Latn-eng_Latn,,,,,,,1.4,,1.8,4.4,2.8,1.3
BibleNLPBitextMining,train,mpj_Latn-eng_Latn,,,,,,,0.0,,0.3,0.0,0.1,0.0
BibleNLPBitextMining,train,mpm_Latn-eng_Latn,,,,,,,1.6,,0.4,0.5,0.6,2.2
BibleNLPBitextMining,train,mpp_Latn-eng_Latn,,,,,,,0.0,,0.0,0.1,1.0,1.3
BibleNLPBitextMining,train,mps_Latn-eng_Latn,,,,,,,0.4,,0.3,0.1,0.3,0.9
BibleNLPBitextMining,train,mpt_Latn-eng_Latn,,,,,,,0.8,,0.1,0.0,1.2,0.4
BibleNLPBitextMining,train,mpx_Latn-eng_Latn,,,,,,,1.2,,0.4,0.5,1.0,0.8
BibleNLPBitextMining,train,mqb_Latn-eng_Latn,,,,,,,1.1,,0.1,0.0,0.4,2.1
BibleNLPBitextMining,train,mqj_Latn-eng_Latn,,,,,,,1.8,,0.8,0.8,3.1,2.3
BibleNLPBitextMining,train,msb_Latn-eng_Latn,,,,,,,2.0,,1.2,1.7,5.3,6.4
BibleNLPBitextMining,train,msc_Latn-eng_Latn,,,,,,,3.1,,2.6,1.0,1.4,3.3
BibleNLPBitextMining,train,msk_Latn-eng_Latn,,,,,,,0.9,,0.0,0.2,1.8,2.0
BibleNLPBitextMining,train,msm_Latn-eng_Latn,,,,,,,1.1,,0.0,1.4,1.8,1.6
BibleNLPBitextMining,train,msy_Latn-eng_Latn,,,,,,,1.9,,0.6,2.6,0.7,0.8
BibleNLPBitextMining,train,mti_Latn-eng_Latn,,,,,,,0.8,,0.8,0.0,0.3,1.4
BibleNLPBitextMining,train,mto_Latn-eng_Latn,,,,,,,0.7,,0.8,0.0,1.5,1.5
BibleNLPBitextMining,train,mux_Latn-eng_Latn,,,,,,,0.5,,0.2,0.0,0.0,0.4
BibleNLPBitextMining,train,muy_Latn-eng_Latn,,,,,,,0.4,,0.8,0.1,0.1,1.6
BibleNLPBitextMining,train,mva_Latn-eng_Latn,,,,,,,0.3,,0.5,0.4,1.3,2.1
BibleNLPBitextMining,train,mvn_Latn-eng_Latn,,,,,,,0.9,,0.2,0.2,0.3,0.7
BibleNLPBitextMining,train,mwc_Latn-eng_Latn,,,,,,,12.1,,10.0,7.7,10.0,8.5
BibleNLPBitextMining,train,mwe_Latn-eng_Latn,,,,,,,0.4,,0.0,0.5,0.4,0.9
BibleNLPBitextMining,train,mwf_Latn-eng_Latn,,,,,,,5.2,,4.3,5.2,3.2,4.6
BibleNLPBitextMining,train,mwp_Latn-eng_Latn,,,,,,,1.0,,0.0,0.0,0.0,0.7
BibleNLPBitextMining,train,mxb_Latn-eng_Latn,,,,,,,0.9,,0.8,0.6,0.9,1.7
BibleNLPBitextMining,train,mxp_Latn-eng_Latn,,,,,,,1.0,,0.5,0.1,0.3,2.1
BibleNLPBitextMining,train,mxq_Latn-eng_Latn,,,,,,,0.0,,0.4,0.0,0.5,1.8
BibleNLPBitextMining,train,mxt_Latn-eng_Latn,,,,,,,1.0,,1.0,0.5,1.9,2.7
BibleNLPBitextMining,train,mya_Latn-eng_Latn,,,,,,,0.0,,0.0,0.0,29.0,32.5
BibleNLPBitextMining,train,myk_Latn-eng_Latn,,,,,,,0.0,,0.0,0.4,0.4,0.3
BibleNLPBitextMining,train,myu_Latn-eng_Latn,,,,,,,1.0,,0.5,1.7,1.8,2.0
BibleNLPBitextMining,train,myw_Latn-eng_Latn,,,,,,,1.0,,0.1,0.0,0.4,0.4
BibleNLPBitextMining,train,myy_Latn-eng_Latn,,,,,,,0.9,,1.2,0.0,0.0,1.7
BibleNLPBitextMining,train,mzz_Latn-eng_Latn,,,,,,,1.7,,1.2,1.8,1.3,3.6
BibleNLPBitextMining,train,nab_Latn-eng_Latn,,,,,,,0.0,,0.0,0.0,0.0,0.0
BibleNLPBitextMining,train,naf_Latn-eng_Latn,,,,,,,0.0,,0.0,0.1,0.2,0.5
BibleNLPBitextMining,train,nak_Latn-eng_Latn,,,,,,,0.3,,1.1,0.0,0.6,0.0
BibleNLPBitextMining,train,nas_Latn-eng_Latn,,,,,,,1.2,,0.7,0.0,0.0,0.3
BibleNLPBitextMining,train,nbq_Latn-eng_Latn,,,,,,,1.1,,0.7,0.4,2.4,1.0
BibleNLPBitextMining,train,nca_Latn-eng_Latn,,,,,,,0.7,,0.1,1.3,0.5,1.4
BibleNLPBitextMining,train,nch_Latn-eng_Latn,,,,,,,0.5,,0.3,0.5,0.9,1.2
BibleNLPBitextMining,train,ncj_Latn-eng_Latn,,,,,,,0.7,,0.1,1.1,2.3,1.3
BibleNLPBitextMining,train,ncl_Latn-eng_Latn,,,,,,,1.2,,0.9,0.3,3.2,2.6
BibleNLPBitextMining,train,ncu_Latn-eng_Latn,,,,,,,0.1,,0.0,0.3,0.4,0.4
BibleNLPBitextMining,train,ndg_Latn-eng_Latn,,,,,,,0.6,,0.7,0.4,2.2,1.6
BibleNLPBitextMining,train,ndj_Latn-eng_Latn,,,,,,,0.3,,0.0,0.2,0.5,0.5
BibleNLPBitextMining,train,nfa_Latn-eng_Latn,,,,,,,0.7,,0.6,0.3,1.7,1.4
BibleNLPBitextMining,train,ngp_Latn-eng_Latn,,,,,,,0.4,,0.0,0.0,0.2,0.4
BibleNLPBitextMining,train,ngu_Latn-eng_Latn,,,,,,,1.2,,1.6,0.3,3.2,2.2
BibleNLPBitextMining,train,nhe_Latn-eng_Latn,,,,,,,1.2,,0.2,1.8,2.6,1.3
BibleNLPBitextMining,train,nhg_Latn-eng_Latn,,,,,,,0.7,,0.8,0.2,2.0,3.0
BibleNLPBitextMining,train,nhi_Latn-eng_Latn,,,,,,,1.0,,0.2,0.7,2.4,1.8
BibleNLPBitextMining,train,nho_Latn-eng_Latn,,,,,,,4.2,,3.7,3.6,4.3,3.1
BibleNLPBitextMining,train,nhr_Latn-eng_Latn,,,,,,,1.2,,0.6,0.8,0.5,0.4
BibleNLPBitextMining,train,nhu_Latn-eng_Latn,,,,,,,0.1,,0.8,0.0,0.2,0.1
BibleNLPBitextMining,train,nhw_Latn-eng_Latn,,,,,,,0.4,,0.3,0.2,1.1,1.5
BibleNLPBitextMining,train,nhy_Latn-eng_Latn,,,,,,,0.4,,0.0,0.3,2.1,1.2
BibleNLPBitextMining,train,nif_Latn-eng_Latn,,,,,,,2.1,,2.1,2.1,0.7,1.9
BibleNLPBitextMining,train,nii_Latn-eng_Latn,,,,,,,0.4,,0.0,0.0,0.0,0.0
BibleNLPBitextMining,train,nin_Latn-eng_Latn,,,,,,,0.3,,0.0,0.5,1.0,1.2
BibleNLPBitextMining,train,nko_Latn-eng_Latn,,,,,,,0.5,,0.4,0.8,0.8,2.0
BibleNLPBitextMining,train,nld_Latn-eng_Latn,,,,,,,5.9,,5.6,6.5,92.8,96.4
BibleNLPBitextMining,train,nlg_Latn-eng_Latn,,,,,,,4.7,,4.9,3.1,3.9,4.0
BibleNLPBitextMining,train,nna_Latn-eng_Latn,,,,,,,9.1,,6.8,7.6,9.6,7.6
BibleNLPBitextMining,train,nnq_Latn-eng_Latn,,,,,,,0.2,,0.2,0.5,0.4,1.3
BibleNLPBitextMining,train,noa_Latn-eng_Latn,,,,,,,1.3,,1.7,2.5,0.5,0.5
BibleNLPBitextMining,train,nop_Latn-eng_Latn,,,,,,,0.4,,0.0,0.0,0.7,0.9
BibleNLPBitextMining,train,not_Latn-eng_Latn,,,,,,,0.2,,0.2,0.8,0.4,0.0
BibleNLPBitextMining,train,nou_Latn-eng_Latn,,,,,,,3.5,,2.8,1.4,3.1,3.7
BibleNLPBitextMining,train,npi_Deva-eng_Latn,,,,,,,0.3,,0.0,0.1,13.5,63.5
BibleNLPBitextMining,train,npl_Latn-eng_Latn,,,,,,,0.7,,0.1,0.5,1.7,1.5
BibleNLPBitextMining,train,nsn_Latn-eng_Latn,,,,,,,1.0,,0.1,0.7,1.9,1.5
BibleNLPBitextMining,train,nss_Latn-eng_Latn,,,,,,,1.5,,0.4,1.2,0.8,1.1
BibleNLPBitextMining,train,ntj_Latn-eng_Latn,,,,,,,0.0,,0.6,0.4,0.5,0.1
BibleNLPBitextMining,train,ntp_Latn-eng_Latn,,,,,,,0.8,,0.7,0.0,1.0,0.4
BibleNLPBitextMining,train,ntu_Latn-eng_Latn,,,,,,,0.0,,0.2,0.8,0.3,1.1
BibleNLPBitextMining,train,nuy_Latn-eng_Latn,,,,,,,0.9,,0.3,1.1,0.3,1.0
BibleNLPBitextMining,train,nvm_Latn-eng_Latn,,,,,,,0.0,,0.8,0.0,1.4,1.5
BibleNLPBitextMining,train,nwi_Latn-eng_Latn,,,,,,,0.9,,0.0,0.5,0.0,0.6
BibleNLPBitextMining,train,nya_Latn-eng_Latn,,,,,,,0.5,,0.0,0.4,0.2,0.9
BibleNLPBitextMining,train,nys_Latn-eng_Latn,,,,,,,8.0,,9.5,10.3,4.9,4.0
BibleNLPBitextMining,train,nyu_Latn-eng_Latn,,,,,,,0.5,,1.1,0.5,1.8,1.6
BibleNLPBitextMining,train,obo_Latn-eng_Latn,,,,,,,0.6,,0.7,1.1,1.5,1.9
BibleNLPBitextMining,train,okv_Latn-eng_Latn,,,,,,,10.1,,7.5,8.8,1.8,3.6
BibleNLPBitextMining,train,omw_Latn-eng_Latn,,,,,,,0.0,,0.0,0.1,0.0,0.3
BibleNLPBitextMining,train,ong_Latn-eng_Latn,,,,,,,0.8,,1.2,0.7,1.1,1.9
BibleNLPBitextMining,train,ons_Latn-eng_Latn,,,,,,,0.9,,1.2,1.3,2.3,1.9
BibleNLPBitextMining,train,ood_Latn-eng_Latn,,,,,,,1.5,,2.2,1.9,0.6,1.4
BibleNLPBitextMining,train,opm_Latn-eng_Latn,,,,,,,0.3,,0.4,0.5,0.0,0.9
BibleNLPBitextMining,train,ory_Orya-eng_Latn,,,,,,,0.0,,0.0,0.0,2.0,38.4
BibleNLPBitextMining,train,ote_Latn-eng_Latn,,,,,,,0.6,,0.4,0.1,1.2,3.2
BibleNLPBitextMining,train,otm_Latn-eng_Latn,,,,,,,0.6,,0.5,0.0,0.5,1.6
BibleNLPBitextMining,train,otn_Latn-eng_Latn,,,,,,,0.7,,0.0,0.0,0.1,3.1
BibleNLPBitextMining,train,otq_Latn-eng_Latn,,,,,,,1.2,,0.3,0.0,0.7,3.3
BibleNLPBitextMining,train,ots_Latn-eng_Latn,,,,,,,0.4,,0.5,0.0,1.8,2.9
BibleNLPBitextMining,train,pab_Latn-eng_Latn,,,,,,,1.3,,0.6,0.6,1.0,0.3
BibleNLPBitextMining,train,pad_Latn-eng_Latn,,,,,,,0.5,,0.7,0.0,1.1,0.7
BibleNLPBitextMining,train,pah_Latn-eng_Latn,,,,,,,0.8,,0.9,0.8,3.2,1.8
BibleNLPBitextMining,train,pan_Guru-eng_Latn,,,,,,,0.1,,0.0,0.0,3.5,74.8
BibleNLPBitextMining,train,pao_Latn-eng_Latn,,,,,,,2.4,,1.2,1.8,1.6,1.8
BibleNLPBitextMining,train,pes_Arab-eng_Latn,,,,,,,0.0,,0.0,0.4,88.6,93.4
BibleNLPBitextMining,train,pib_Latn-eng_Latn,,,,,,,0.7,,0.3,0.0,0.1,0.0
BibleNLPBitextMining,train,pio_Latn-eng_Latn,,,,,,,1.0,,0.6,0.1,1.0,1.2
BibleNLPBitextMining,train,pir_Latn-eng_Latn,,,,,,,0.5,,0.0,0.0,0.8,1.5
BibleNLPBitextMining,train,piu_Latn-eng_Latn,,,,,,,0.0,,0.3,0.3,0.0,0.2
BibleNLPBitextMining,train,pjt_Latn-eng_Latn,,,,,,,0.9,,0.4,1.0,0.2,0.1
BibleNLPBitextMining,train,pls_Latn-eng_Latn,,,,,,,1.5,,1.1,0.7,5.4,5.6
BibleNLPBitextMining,train,plu_Latn-eng_Latn,,,,,,,1.1,,0.5,0.5,0.9,0.5
BibleNLPBitextMining,train,pma_Latn-eng_Latn,,,,,,,1.1,,0.6,0.5,1.0,1.7
BibleNLPBitextMining,train,poe_Latn-eng_Latn,,,,,,,0.5,,0.1,0.0,1.7,2.2
BibleNLPBitextMining,train,poh_Latn-eng_Latn,,,,,,,0.3,,0.0,0.0,0.1,0.0
BibleNLPBitextMining,train,poi_Latn-eng_Latn,,,,,,,0.8,,1.2,0.7,3.1,4.9
BibleNLPBitextMining,train,pol_Latn-eng_Latn,,,,,,,1.0,,1.2,1.5,92.7,94.3
BibleNLPBitextMining,train,pon_Latn-eng_Latn,,,,,,,0.5,,0.8,0.8,0.4,0.1
BibleNLPBitextMining,train,por_Latn-eng_Latn,,,,,,,11.2,,6.6,11.7,94.8,96.4
BibleNLPBitextMining,train,poy_Latn-eng_Latn,,,,,,,0.0,,0.5,0.0,1.2,0.9
BibleNLPBitextMining,train,ppo_Latn-eng_Latn,,,,,,,0.8,,1.0,0.5,1.4,0.0
BibleNLPBitextMining,train,prf_Latn-eng_Latn,,,,,,,0.5,,0.0,1.8,2.6,4.0
BibleNLPBitextMining,train,pri_Latn-eng_Latn,,,,,,,1.0,,0.8,0.4,1.1,0.5
BibleNLPBitextMining,train,ptp_Latn-eng_Latn,,,,,,,1.4,,0.4,0.2,1.3,2.2
BibleNLPBitextMining,train,ptu_Latn-eng_Latn,,,,,,,1.7,,1.3,0.2,3.5,2.9
BibleNLPBitextMining,train,pwg_Latn-eng_Latn,,,,,,,0.8,,0.8,0.5,1.2,0.8
BibleNLPBitextMining,train,qub_Latn-eng_Latn,,,,,,,0.0,,0.5,0.2,1.6,2.9
BibleNLPBitextMining,train,quc_Latn-eng_Latn,,,,,,,0.0,,0.4,0.0,0.9,1.2
BibleNLPBitextMining,train,quf_Latn-eng_Latn,,,,,,,0.2,,0.4,0.6,0.8,0.8
BibleNLPBitextMining,train,quh_Latn-eng_Latn,,,,,,,1.6,,1.2,0.6,2.5,0.9
BibleNLPBitextMining,train,qul_Latn-eng_Latn,,,,,,,1.1,,1.7,1.8,4.3,2.2
BibleNLPBitextMining,train,qup_Latn-eng_Latn,,,,,,,0.0,,0.0,0.5,0.6,0.5
BibleNLPBitextMining,train,qvc_Latn-eng_Latn,,,,,,,0.1,,0.3,0.3,0.4,0.0
BibleNLPBitextMining,train,qve_Latn-eng_Latn,,,,,,,0.8,,1.0,1.7,2.2,1.7
BibleNLPBitextMining,train,qvh_Latn-eng_Latn,,,,,,,0.2,,0.5,0.2,1.5,1.1
BibleNLPBitextMining,train,qvm_Latn-eng_Latn,,,,,,,1.3,,0.5,1.0,1.8,1.2
BibleNLPBitextMining,train,qvn_Latn-eng_Latn,,,,,,,1.1,,0.8,0.5,0.7,0.8
BibleNLPBitextMining,train,qvs_Latn-eng_Latn,,,,,,,0.2,,0.1,0.0,0.4,0.0
BibleNLPBitextMining,train,qvw_Latn-eng_Latn,,,,,,,0.5,,0.6,0.1,1.4,1.4
BibleNLPBitextMining,train,qvz_Latn-eng_Latn,,,,,,,0.0,,0.3,0.6,1.8,1.4
BibleNLPBitextMining,train,qwh_Latn-eng_Latn,,,,,,,1.4,,2.1,0.2,1.9,2.6
BibleNLPBitextMining,train,qxh_Latn-eng_Latn,,,,,,,1.1,,0.2,1.1,1.0,1.2
BibleNLPBitextMining,train,qxn_Latn-eng_Latn,,,,,,,0.9,,0.5,0.5,1.5,1.7
BibleNLPBitextMining,train,qxo_Latn-eng_Latn,,,,,,,0.4,,0.2,0.9,2.1,1.2
BibleNLPBitextMining,train,rai_Latn-eng_Latn,,,,,,,0.9,,0.5,0.6,0.8,1.7
BibleNLPBitextMining,train,reg_Latn-eng_Latn,,,,,,,1.0,,0.8,0.8,2.2,2.1
BibleNLPBitextMining,train,rgu_Latn-eng_Latn,,,,,,,0.4,,0.8,0.8,0.8,1.9
BibleNLPBitextMining,train,rkb_Latn-eng_Latn,,,,,,,0.9,,0.0,0.0,0.0,0.3
BibleNLPBitextMining,train,rmc_Latn-eng_Latn,,,,,,,1.4,,2.3,1.0,7.7,7.6
BibleNLPBitextMining,train,rmy_Latn-eng_Latn,,,,,,,1.7,,0.7,1.0,10.4,10.1
BibleNLPBitextMining,train,ron_Latn-eng_Latn,,,,,,,2.2,,1.8,3.2,97.9,99.0
BibleNLPBitextMining,train,roo_Latn-eng_Latn,,,,,,,0.6,,0.0,0.0,1.1,0.4
BibleNLPBitextMining,train,rop_Latn-eng_Latn,,,,,,,1.2,,1.1,0.1,0.4,0.7
BibleNLPBitextMining,train,row_Latn-eng_Latn,,,,,,,0.5,,1.1,0.7,2.1,2.5
BibleNLPBitextMining,train,rro_Latn-eng_Latn,,,,,,,0.5,,0.0,0.0,0.7,1.1
BibleNLPBitextMining,train,ruf_Latn-eng_Latn,,,,,,,0.0,,0.7,0.1,0.3,1.6
BibleNLPBitextMining,train,rug_Latn-eng_Latn,,,,,,,0.6,,0.4,0.5,1.0,0.8
